Airport 1,Airport 2,Distance
YYC,MOB,1930.57960435312
YYC,MLB,2348.6658764106514
YYC,MKE,1344.0340687282503
YYC,MIA,2488.9339013165313
YYC,MHT,2052.2349207512216
YYC,MEM,1630.9898724942905
YYC,MDW,1396.2890271481444
YYC,MDT,1925.4359093195794
YYC,MCO,2305.9828659594655
YYC,MCI,1238.1150943704808
YYC,LIT,1568.7261888527855
YYC,LGA,2026.8996410284483
YYC,LFT,1834.5527504208846
YYC,LEX,1689.2828835697926
YYC,LAX,1206.7287450485742
YYC,LAS,1040.2438317562
YYC,JFK,2036.3113859879636
YYC,JAX,2180.740453155284
YYC,JAN,1776.6326344910049
YYC,JAC,540.778248230412
YYC,IND,1544.6261206655886
YYC,ILM,2140.131052289279
YYC,ICT,1233.688050442182
YYC,IAH,1747.6326179597543
YYC,IAD,1947.3253212288887
YYC,HSV,1770.6209976586329
YYC,HPN,2022.8177103106382
YYC,HOU,1770.080838452718
YYC,HDN,803.5649714426922
YYC,GTF,277.83319480864486
YYC,GSP,1934.9273624722134
YYC,GSO,1969.9407133333914
YYC,GRR,1446.775684208638
YYC,GRB,1277.7447113652695
YYC,GPT,1918.2854839350737
YYC,GNV,2201.601466127492
YYC,GEG,288.5041502759255
YYC,FSD,958.1755717821327
YYC,FNT,1519.3978321201353
YYC,FLL,2478.5136189193104
YYC,FCA,193.98241009558328
YYC,FAY,2065.5518172039892
YYC,FAR,829.2957330983814
YYC,EYW,2505.3307555224173
YYC,EWR,2017.408108660834
YYC,ELP,1389.583603840059
YYC,EGE,863.3079792858229
YYC,ECP,2036.380340301587
YYC,DTW,1564.3899437473365
YYC,DSM,1169.1584623865408
YYC,DFW,1523.1010435314715
YYC,DEN,898.039843113002
YYC,DCA,1969.0242167393637
YYC,DAY,1621.994379539021
YYC,DAL,1531.3878186705958
YYC,DAB,2274.8590207101174
YYC,CVG,1640.8565380062098
YYC,CRW,1797.833251957016
YYC,COS,962.9889913838159
YYC,CMH,1673.2762791246812
YYC,CLT,1970.7785399864913
YYC,CLE,1659.5282592436631
YYC,CID,1230.611120284287
YYC,CHS,2120.9489049045796
YYC,CHO,1939.649853744364
YYC,CHA,1810.4813973438952
YYC,CAK,1696.587355572899
YYC,CAE,2026.0053189857606
YYC,BZN,391.3437377127816
YYC,BWI,1971.2146167787903
YYC,BUR,1188.6700314982643
YYC,BUF,1735.8019256791806
YYC,BTV,1924.9813832895659
YYC,BTR,1842.1589795926648
YYC,BOS,2091.369432126543
YYC,BOI,531.6536278166554
YYC,BNA,1698.8547699447913
YYC,BIS,671.6043827670835
YYC,BIL,444.00603241202276
YYC,BHM,1827.5146476116024
YYC,BDL,2034.236328108411
YYC,AVP,1925.2642311170955
YYC,AVL,1895.6412765026234
YYC,AUS,1671.8578507680788
YYC,ATW,1269.1606880851903
YYC,ATL,1911.5890682761708
YYC,ALB,1956.197312784716
YYC,AGS,2020.997561434043
YYC,ABQ,1170.4080954600875
YYC,ABE,1964.092886762752
YXE,YYZ,1373.1669723772327
YXE,YYC,322.09035058232456
YXE,YWG,439.26452050576785
YXE,YVR,748.5254025783265
YXE,YUL,1553.8750128641786
YXE,YEG,298.22775283630506
YXE,XNA,1253.6667217824875
YXE,VPS,1814.4846632688516
YXE,TYS,1584.4762084897493
YXE,TVC,1089.7685624164503
YXE,TUS,1401.971938053136
YXE,TUL,1223.6386824026588
YXE,TRI,1603.8663742944577
YXE,TPA,2083.4024665545444
YXE,TLH,1883.6868142909514
YXE,SYR,1540.8838059870848
YXE,STL,1213.4262436292693
YXE,SRQ,2117.562606738515
YXE,SNA,1393.4714524851952
YXE,SMF,1173.3701643829152
YXE,SLC,825.0067547798958
YXE,SJC,1261.3342429121485
YXE,SFO,1258.9915325498312
YXE,SEA,766.5710083312238
YXE,SDF,1396.798838938293
YXE,SBN,1196.0229325070407
YXE,SAV,1884.2664586508529
YXE,SAT,1619.6620555539755
YXE,SAN,1442.052569073767
YXE,RSW,2193.457214942494
YXE,ROC,1475.8159682948249
YXE,ROA,1648.6915389999613
YXE,RNO,1074.5461763845483
YXE,RIC,1741.003383415621
YXE,RDU,1767.0172663515075
YXE,RAP,585.8392456480857
YXE,PWM,1763.5173305812366
YXE,PVD,1791.0037774335565
YXE,PSP,1357.790735851034
YXE,PSC,691.7753762585404
YXE,PNS,1796.4698973489792
YXE,PIT,1485.5820000227434
YXE,PHX,1321.3872692008044
YXE,PHL,1712.7016372169433
YXE,PHF,1791.3454402265002
YXE,PDX,850.8374446679694
YXE,PBI,2236.1899039200107
YXE,ORF,1814.3231751606145
YXE,ORD,1124.7734623704303
YXE,ONT,1363.529402417905
YXE,OMA,906.5219073829891
YXE,OKC,1242.605695448621
YXE,OAK,1248.535830445535
YXE,MYR,1877.8790706454008
YXE,MTJ,945.6275610654696
YXE,MSY,1746.061725514897
YXE,MSP,794.0558773577515
YXE,MSO,491.04007522128745
YXE,MSN,1016.5273844589174
YXE,MOB,1754.1990928098849
YXE,MLB,2134.8430177122027
YXE,MKE,1078.6144365138655
YXE,MIA,2283.0831124891015
YXE,MHT,1742.981868138566
YXE,MEM,1441.7692466445474
YXE,MDW,1139.7480784568816
YXE,MDT,1636.9113093843032
YXE,MCO,2094.490610876162
YXE,MCI,1057.7197003229714
YXE,LIT,1401.0696856506245
YXE,LGA,1729.0237403231865
YXE,LFT,1692.1205966161453
YXE,LEX,1443.4977884997832
YXE,LAX,1387.1883613726939
YXE,LAS,1186.2266630334884
YXE,JFK,1738.757802710459
YXE,JAX,1961.6408488988054
YXE,JAN,1605.7037382893716
YXE,JAC,620.3014736948054
YXE,IND,1296.2714419772299
YXE,ILM,1883.6925816983853
YXE,ICT,1098.9084723689357
YXE,IAH,1638.5635032506223
YXE,IAD,1666.6643890819803
YXE,HSV,1560.226340740513
YXE,HPN,1723.5159919366142
YXE,HOU,1662.0343811556231
YXE,HDN,808.0445406158719
YXE,GTF,384.91445072991115
YXE,GSP,1695.598138568091
YXE,GSO,1713.0659743795682
YXE,GRR,1171.4793415802847
YXE,GRB,1000.4782165547222
YXE,GPT,1749.9434652929422
YXE,GNV,1989.8335585439454
YXE,GEG,574.7617238718275
YXE,FSD,750.3129048519552
YXE,FNT,1236.990386264176
YXE,FLL,2270.7024647396706
YXE,FCA,426.97327727650617
YXE,FAY,1809.7709425585008
YXE,FAR,571.7937730128087
YXE,EYW,2313.341062109558
YXE,EWR,1720.4877594847096
YXE,ELP,1407.0803660193833
YXE,EGE,865.6760848155155
YXE,ECP,1843.9870598258863
YXE,DTW,1285.470541859759
YXE,DSM,955.9827092588603
YXE,DFW,1416.7064996874808
YXE,DEN,855.9283068219966
YXE,DCA,1687.496162305912
YXE,DAY,1361.8510158492081
YXE,DAL,1423.1851368760365
YXE,DAB,2058.4542548659333
YXE,CVG,1388.6380593475196
YXE,CRW,1535.5018695471908
YXE,COS,928.3989887090203
YXE,CMH,1406.6337738445843
YXE,CLT,1723.2687120877006
YXE,CLE,1380.2480238470084
YXE,CID,997.9762216324142
YXE,CHS,1881.0728918834875
YXE,CHO,1666.299087595827
YXE,CHA,1587.3670957483082
YXE,CAK,1418.7941888414623
YXE,CAE,1786.2069052724892
YXE,BZN,485.4821707877951
YXE,BWI,1687.0719945479161
YXE,BUR,1369.5516141374803
YXE,BUF,1439.4776391554253
YXE,BTV,1613.4530810242843
YXE,BTR,1690.5267834894853
YXE,BOS,1783.1717491584754
YXE,BOI,739.2407922306865
YXE,BNA,1478.1343504633223
YXE,BIS,458.54515436145806
YXE,BIL,447.47712459378005
YXE,BHM,1623.6235569810667
YXE,BDL,1729.964741823717
YXE,AVP,1629.1836737687001
YXE,AVL,1654.9350836205056
YXE,AUS,1586.4686731214367
YXE,ATW,995.4750834813444
YXE,ATL,1692.0311475654148
YXE,ALB,1651.0413435342884
YXE,AGS,1788.6820044153408
YXE,ABQ,1183.616856798864
YXE,ABE,1670.2160160249125
YWG,YYZ,934.5502474619186
YWG,YYC,740.3174663917346
YWG,YXE,439.26452050576785
YWG,YVR,1158.162875492087
YWG,YUL,1129.874753291343
YWG,YEG,737.4688348062962
YWG,XNA,952.9684991361805
YWG,VPS,1453.042077239487
YWG,TYS,1178.943171778743
YWG,TVC,651.2624890549645
YWG,TUS,1416.7618813598908
YWG,TUL,949.7911544785164
YWG,TRI,1187.0474060190736
YWG,TPA,1702.1412470966554
YWG,TLH,1505.3783261370725
YWG,SYR,1104.2510429635372
YWG,STL,841.7327232038755
YWG,SRQ,1738.5777214889556
YWG,SNA,1534.9557544681568
YWG,SMF,1421.8479685872437
YWG,SLC,950.5314752101503
YWG,SJC,1497.2379995200527
YWG,SFO,1503.121382862212
YWG,SEA,1150.6790478560893
YWG,SDF,989.4639261412111
YWG,SBN,771.6322790271471
YWG,SAV,1479.2315547989608
YWG,SAT,1409.33115112962
YWG,SAN,1564.7866662927738
YWG,RSW,1812.3515423917333
YWG,ROC,1037.7700539633258
YWG,ROA,1219.80321095356
YWG,RNO,1311.5662843517746
YWG,RIC,1305.8347656555613
YWG,RDU,1339.1154454921018
YWG,RAP,488.94657269241003
YWG,PWM,1337.1596166285299
YWG,PVD,1356.6023143941368
YWG,PSP,1480.158320613071
YWG,PSC,1036.6491455433497
YWG,PNS,1440.896518732277
YWG,PIT,1048.9271197780267
YWG,PHX,1364.578790192117
YWG,PHL,1273.4381096355762
YWG,PHF,1355.6015005344682
YWG,PDX,1208.8957001403137
YWG,PBI,1844.6869242957243
YWG,ORF,1378.5688463951874
YWG,ORD,707.0225564197533
YWG,ONT,1504.752814504308
YWG,OMA,598.191327046697
YWG,OKC,1003.1837627064587
YWG,OAK,1492.1357607921286
YWG,MYR,1457.2546263354827
YWG,MTJ,946.0029574768538
YWG,MSY,1423.3878192819839
YWG,MSP,394.8345784773108
YWG,MSO,798.0911270477413
YWG,MSN,599.2535370611064
YWG,MOB,1407.5382512160786
YWG,MLB,1741.5967458397583
YWG,MKE,654.3270590551633
YWG,MIA,1895.621471482703
YWG,MHT,1312.0324659541
YWG,MEM,1090.6170859756835
YWG,MDW,722.398814983485
YWG,MDT,1197.8097012977769
YWG,MCO,1703.92218521745
YWG,MCI,743.5821414723453
YWG,LIT,1079.0892740160248
YWG,LGA,1290.62106542931
YWG,LFT,1388.6377479002917
YWG,LEX,1030.3052130404046
YWG,LAX,1539.1145995597599
YWG,LAS,1309.5612880183191
YWG,JFK,1300.2726128142244
YWG,JAX,1565.586882740727
YWG,JAN,1270.412122825234
YWG,JAC,771.3893822486469
YWG,IND,883.3686157630085
YWG,ILM,1457.856454583126
YWG,ICT,847.1438465449293
YWG,IAH,1380.276170705765
YWG,IAD,1229.2282797189393
YWG,HSV,1180.466013029596
YWG,HPN,1285.5589579794716
YWG,HOU,1403.8881922372614
YWG,HDN,811.1586761620866
YWG,GTF,664.8072841220976
YWG,GSP,1284.5782589123285
YWG,GSO,1288.0137086817122
YWG,GRR,738.4902707960255
YWG,GRB,567.9775031888051
YWG,GPT,1412.8247073218874
YWG,GNV,1600.3922948498368
YWG,GEG,934.6931512038926
YWG,FSD,437.8543428096597
YWG,FNT,800.0091418943435
YWG,FLL,1881.535456551867
YWG,FCA,775.7834279218524
YWG,FAY,1384.8220658059574
YWG,FAR,207.45304283148758
YWG,EYW,1938.9647250464743
YWG,EWR,1281.8386395930065
YWG,ELP,1336.4455266651262
YWG,EGE,852.0120971732085
YWG,ECP,1477.0715538349107
YWG,DTW,849.7973592958415
YWG,DSM,603.709046597009
YWG,DFW,1175.5422220581063
YWG,DEN,782.9250302930045
YWG,DCA,1249.7642278564401
YWG,DAY,937.6121138021039
YWG,DAL,1179.0981769438017
YWG,DAB,1663.707095610561
YWG,CVG,970.5861865813481
YWG,CRW,1107.9999868674756
YWG,COS,850.1443123084944
YWG,CMH,977.2442636858543
YWG,CLT,1305.125847258348
YWG,CLE,944.0300216016786
YWG,CID,614.5204882958733
YWG,CHS,1467.5897895106611
YWG,CHO,1231.7452565244907
YWG,CHA,1193.4899908025636
YWG,CAK,983.0812285731923
YWG,CAE,1373.7398946623882
YWG,BZN,704.1442544509812
YWG,BWI,1248.6657232767109
YWG,BUR,1523.3316312796521
YWG,BUF,1000.5730633802233
YWG,BTV,1185.6178653432062
YWG,BTR,1375.6733457343116
YWG,BOS,1351.0574638457388
YWG,BOI,996.3426120773335
YWG,BNA,1089.2879325690785
YWG,BIS,269.96194379524735
YWG,BIL,594.8741050440128
YWG,BHM,1249.364768641752
YWG,BDL,1294.5207635005925
YWG,AVP,1190.3208332141792
YWG,AVL,1243.2247739290804
YWG,AUS,1362.391348606127
YWG,ATW,565.7291695609848
YWG,ATL,1299.7114398131478
YWG,ALB,1216.2021834746697
YWG,AGS,1382.7061196594802
YWG,ABQ,1130.829620867083
YWG,ABE,1231.0615919302743
YVR,YYZ,2078.801951524449
YVR,YYC,426.4902155720656
YVR,YXE,748.5254025783265
YVR,YWG,1158.162875492087
YVR,YUL,2287.975011975157
YVR,YEG,502.69372210923757
YVR,XNA,1699.9344869314307
YVR,VPS,2301.153893604006
YVR,TYS,2168.898413832168
YVR,TVC,1780.4191125687028
YVR,TUS,1339.263515690113
YVR,TUL,1637.4739704401056
YVR,TRI,2212.0416857065215
YVR,TPA,2593.678272627406
YVR,TLH,2398.017430306741
YVR,SYR,2254.395636198713
YVR,STL,1766.3003361906615
YVR,SRQ,2621.5798745973325
YVR,SNA,1106.2854274014985
YVR,SMF,729.6455153394681
YVR,SLC,796.5462047755155
YVR,SJC,819.8648699195234
YVR,SFO,800.7645125402712
YVR,SEA,127.08412169654568
YVR,SDF,1995.000319401593
YVR,SBN,1839.9292974238265
YVR,SAV,2454.0604673352286
YVR,SAT,1877.5338606240998
YVR,SAN,1178.5573421389718
YVR,RSW,2698.513075361024
YVR,ROC,2183.9671751254905
YVR,ROA,2286.9529955646926
YVR,RNO,690.589234918896
YVR,RIC,2399.582835370779
YVR,RDU,2398.9143738483313
YVR,RAP,1015.4807485334851
YVR,PWM,2495.2310216672668
YVR,PVD,2509.7367501284516
YVR,PSP,1115.2526124833917
YVR,PSC,276.7795526149637
YVR,PNS,2273.725364001641
YVR,PIT,2156.4868287143713
YVR,PHX,1230.561279557768
YVR,PHL,2403.9689511874826
YVR,PHF,2451.6047870091825
YVR,PDX,250.59619884709727
YVR,PBI,2761.975113621349
YVR,ORF,2474.2052345202706
YVR,ORD,1759.3400104891773
YVR,ONT,1084.1778415529518
YVR,OMA,1425.2206776766707
YVR,OKC,1605.3159003199007
YVR,OAK,794.1307417447507
YVR,MYR,2485.798456594939
YVR,MTJ,1057.0320114193755
YVR,MSY,2170.2094457712074
YVR,MSP,1432.0005468175852
YVR,MSO,448.10840531372247
YVR,MSN,1657.5864330426136
YVR,MOB,2218.734252750139
YVR,MLB,2668.408047363804
YVR,MKE,1728.5963217876258
YVR,MIA,2798.1534561537774
YVR,MHT,2468.578039706332
YVR,MEM,1940.250481195042
YVR,MDW,1772.6181285107598
YVR,MDT,2323.696339900595
YVR,MCO,2623.869363921125
YVR,MCI,1553.75098576132
YVR,LIT,1858.7235253557362
YVR,LGA,2433.1448629860015
YVR,LFT,2089.443765377021
YVR,LEX,2050.9738282968697
YVR,LAX,1081.735078395643
YVR,LAS,992.4389289878408
YVR,JFK,2442.226046339367
YVR,JAX,2508.4650216925465
YVR,JAN,2063.248201948819
YVR,JAC,706.2153840681141
YVR,IND,1911.1546303445907
YVR,ILM,2506.16080338162
YVR,ICT,1507.2791547088316
YVR,IAH,1969.3493597734578
YVR,IAD,2338.2358660797813
YVR,HSV,2097.0555283244867
YVR,HPN,2430.3696713842082
YVR,HOU,1989.7880057114187
YVR,HDN,983.6907197989931
YVR,GTF,554.6800704613945
YVR,GSP,2286.6692085611535
YVR,GSO,2338.213325291421
YVR,GRR,1837.846761274041
YVR,GRB,1672.693079295046
YVR,GPT,2198.305679945995
YVR,GNV,2521.3736101924014
YVR,GEG,280.95042988520964
YVR,FSD,1310.7648503464852
YVR,FNT,1915.5133683753168
YVR,FLL,2790.0021678749713
YVR,FCA,411.0138812157379
YVR,FAY,2431.7111405896494
YVR,FAR,1221.479946962694
YVR,EYW,2799.15857681709
YVR,EWR,2422.8249116952234
YVR,ELP,1483.6433260781257
YVR,EGE,1035.3502115052693
YVR,ECP,2338.890877267384
YVR,DTW,1957.1178974484517
YVR,DSM,1515.9797858126203
YVR,DFW,1751.8577518583515
YVR,DEN,1111.9303586405488
YVR,DCA,2360.5811284474207
YVR,DAY,1997.7151963549302
YVR,DAL,1761.6691381204703
YVR,DAB,2598.383685834042
YVR,CVG,2009.199436365137
YVR,CRW,2173.2392445617006
YVR,COS,1160.4807048590758
YVR,CMH,2054.0931311465674
YVR,CLT,2329.9931125759394
YVR,CLE,2051.6107850283943
YVR,CID,1591.2320659794461
YVR,CHS,2470.697340674556
YVR,CHO,2323.831128201354
YVR,CHA,2148.5183278290347
YVR,CAK,2087.015135231283
YVR,CAE,2376.923556945563
YVR,BZN,608.455973474724
YVR,BWI,2365.1748792727367
YVR,BUR,1064.843896126611
YVR,BUF,2142.0230898277664
YVR,BTV,2343.5260715215813
YVR,BTR,2106.6378102756016
YVR,BOS,2506.699737676365
YVR,BOI,510.8151774702773
YVR,BNA,2036.8528917174765
YVR,BIS,1047.1031546869197
YVR,BIL,720.9620563073051
YVR,BHM,2146.2467872074703
YVR,BDL,2446.2134916051464
YVR,AVP,2330.330692243685
YVR,AVL,2249.299871083542
YVR,AUS,1870.461657989259
YVR,ATW,1661.4872959365878
YVR,ATL,2244.23635265895
YVR,ALB,2369.181882549971
YVR,AGS,2364.5503479782446
YVR,ABQ,1289.571820770751
YVR,ABE,2366.9931280938404
YUL,YYZ,315.1580215592454
YUL,YYC,1867.55021899456
YUL,YXE,1553.8750128641786
YUL,YWG,1129.874753291343
YUL,YVR,2287.975011975157
YUL,YEG,1844.7027644515306
YUL,XNA,1242.612939808046
YUL,VPS,1244.3971833779115
YUL,TYS,855.5007039022715
YUL,TVC,579.1189194561764
YUL,TUS,2180.487078332566
YUL,TUL,1316.8858250762041
YUL,TRI,767.5616222583207
YUL,TPA,1301.2176921723735
YUL,TLH,1188.7864090235682
YUL,SYR,200.63281532648887
YUL,STL,968.0217262148033
YUL,SRQ,1339.5085972998295
YUL,SNA,2452.28103025979
YUL,SMF,2460.5156225618944
YUL,SLC,1936.2819765085321
YUL,SJC,2519.477951827044
YUL,SFO,2532.6107786121247
YUL,SEA,2277.7996845405087
YUL,SDF,795.7500426853803
YUL,SBN,679.9922446081794
YUL,SAV,1004.5399169357958
YUL,SAT,1733.8431526907486
YUL,SAN,2455.3117623897674
YUL,RSW,1381.0500880975085
YUL,ROC,253.33456639326516
YUL,ROA,648.4561367676533
YUL,RNO,2348.302832134116
YUL,RIC,580.5278874976558
YUL,RDU,713.2402970538648
YUL,RAP,1433.6887129762067
YUL,PWM,210.75051525264408
YUL,PVD,283.1323624924937
YUL,PSP,2380.7513238348765
YUL,PSC,2153.6324134200677
YUL,PNS,1265.0807348103956
YUL,PIT,475.1214013083797
YUL,PHX,2179.441556990875
YUL,PHL,394.24816776674766
YUL,PHF,593.4920091306301
YUL,PDX,2327.1927294126594
YUL,PBI,1344.6046899224546
YUL,ORF,606.1146832083892
YUL,ORD,746.0497023701462
YUL,ONT,2425.2338442259447
YUL,OMA,1144.9663062770476
YUL,OKC,1427.1937699718576
YUL,OAK,2521.852234901335
YUL,MYR,859.7488800664307
YUL,MTJ,1803.6556298835555
YUL,MSY,1393.6117754842467
YUL,MSP,947.3817658241638
YUL,MSO,1911.0656474320378
YUL,MSN,786.4724761535691
YUL,MOB,1285.9654177458228
YUL,MLB,1258.129494010292
YUL,MKE,721.3818132308871
YUL,MIA,1407.2250755859654
YUL,MHT,209.2318743404593
YUL,MEM,1115.1759282980813
YUL,MDW,744.3506493394065
YUL,MDT,395.3934029122979
YUL,MCO,1247.955905229511
YUL,MCI,1147.9869342789568
YUL,LIT,1221.818924829441
YUL,LGA,324.35009737532243
YUL,LFT,1443.6295078435362
YUL,LEX,758.6591878309795
YUL,LAX,2468.4770850371633
YUL,LAS,2234.410793268389
YUL,JFK,333.7810663178264
YUL,JAX,1120.2344665690207
YUL,JAN,1259.4788642726794
YUL,JAC,1810.434957532285
YUL,IND,750.8508627858262
YUL,ILM,804.3948901459644
YUL,ICT,1332.2977509329978
YUL,IAH,1583.7392799567435
YUL,IAD,489.210040946885
YUL,HSV,1014.9810112678222
YUL,HPN,304.26348776207294
YUL,HOU,1598.8879274954284
YUL,HDN,1714.034618532173
YUL,GTF,1778.3163126295542
YUL,GSP,855.6835341289818
YUL,GSO,723.6491154011104
YUL,GRR,609.9906425799098
